,2002,2004,2006,2007,2009,2013,2014,2017,2018,2019,2021,2023
6525,ELOY ALFARO/DURAN,ELOY ALFARO/DURAN,ELOY ALFARO /DURAN,ELOY ALFARO /DURAN,ELOY ALFARO /DURAN,ELOY ALFARO /DURAN,ELOY ALFARO /DURAN,ELOY ALFARO /DURAN,ELOY ALFARO /DURAN,ELOY ALFARO /DURAN,ELOY ALFARO /DURAN,ELOY ALFARO /DURAN
6530,CHAGUARPAMBA,CHAGUARPAMBA,CHAGUARPAMBA,CHAGUARPAMBA,CHAGUARPAMBA,CHAGUARPAMBA,CHAGUARPAMBA,CHAGUARPAMBA,CHAGUARPAMBA,CHAGUARPAMBA,CHAGUARPAMBA,CHAGUARPAMBA
6535,LA MANA,LA MANA,LA MANA,LA MANA,LA MANA,LA MANA,LA MANA,LA MANA,LA MANA,LA MANA,LA MANA,LA MANA
6540,PALLATANGA,PALLATANGA,PALLATANGA,PALLATANGA,PALLATANGA,PALLATANGA,PALLATANGA,PALLATANGA,PALLATANGA,PALLATANGA,PALLATANGA,PALLATANGA
6545,A.BAQUERIZO M/JUJA,A.BAQUERIZO M/JUJA,A.BAQUERIZO M /JUJAN,A.BAQUERIZO M /JUJAN,A.BAQUERIZO M /JUJAN,A.BAQUERIZO M /JUJAN,A.BAQUERIZO M /JUJAN,A.BAQUERIZO M /JUJAN,A.BAQUERIZO M /JUJAN,A.BAQUERIZO M /JUJAN,A.BAQUERIZO M /JUJAN,A.BAQUERIZO M /JUJAN
6550,PICHINCHA/GERMUD,PICHINCHA/GERMUD,PICHINCHA /GERMUD,PICHINCHA /GERMUD,PICHINCHA /GERMUD,PICHINCHA /GERMUD,PICHINCHA /GERMUD,PICHINCHA /GERMUD,PICHINCHA /GERMUD,PICHINCHA /GERMUD,PICHINCHA /GERMUD,PICHINCHA /GERMUD
6555,CEVALLOS,CEVALLOS,CEVALLOS,CEVALLOS,CEVALLOS,CEVALLOS,CEVALLOS,CEVALLOS,CEVALLOS,CEVALLOS,CEVALLOS,CEVALLOS
6560,MOCHA,MOCHA,MOCHA,MOCHA,MOCHA,MOCHA,MOCHA,MOCHA,MOCHA,MOCHA,MOCHA,MOCHA
6565,SAN FERNANDO,SAN FERNANDO,SAN FERNANDO,SAN FERNANDO,SAN FERNANDO,SAN FERNANDO,SAN FERNANDO,SAN FERNANDO,SAN FERNANDO,SAN FERNANDO,SAN FERNANDO,SAN FERNANDO
6570,MARCABELI,MARCABELI,MARCABELI,MARCABELI,MARCABELI,MARCABELI,MARCABELI,MARCABELI,MARCABELI,MARCABELI,MARCABELI,MARCABELI
6575,PUERTO LOPEZ,PUERTO LOPEZ,PUERTO LOPEZ,PUERTO LOPEZ,PUERTO LOPEZ,PUERTO LOPEZ,PUERTO LOPEZ,PUERTO LOPEZ,PUERTO LOPEZ,PUERTO LOPEZ,PUERTO LOPEZ,PUERTO LOPEZ
6580,SANTA LUCIA,SANTA LUCIA,SANTA LUCIA,SANTA LUCIA,SANTA LUCIA,SANTA LUCIA,SANTA LUCIA,SANTA LUCIA,SANTA LUCIA,SANTA LUCIA,SANTA LUCIA,SANTA LUCIA
6585,SAN PABLO,SAN PABLO,SAN PABLO,SAN PABLO,SAN PABLO,SAN PABLO,SAN PABLO,SAN PABLO,SAN PABLO,SAN PABLO,SAN PABLO,SAN PABLO
6590,BALSAS,BALSAS,BALSAS,BALSAS,BALSAS,BALSAS,BALSAS,BALSAS,BALSAS,BALSAS,BALSAS,BALSAS
6595,NABON,NABON,NABON,NABON,NABON,NABON,NABON,NABON,NABON,NABON,NABON,NABON
6600,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL
6605,SAN PEDRO DE TABOA,SAN PEDRO DE TABOA,SAN PEDRO DE TABOADA,SAN PEDRO DE TABOADA,SAN PEDRO DE TABOADA,SAN PEDRO DE TABOADA,SAN PEDRO DE TABOADA,SAN PEDRO DE TABOADA,SAN PEDRO DE TABOADA,SAN PEDRO DE TABOADA,SAN PEDRO DE TABOADA,SAN PEDRO DE TABOADA
6610,LA LIBERTAD/LA PRO,LA LIBERTAD,LA LIBERTAD,LA LIBERTAD,LA LIBERTAD,LA LIBERTAD,LA LIBERTAD,LA LIBERTAD,LA LIBERTAD,LA LIBERTAD,LA LIBERTAD,LA LIBERTAD
6615,GUACHAPALA,GUACHAPALA,GUACHAPALA,GUACHAPALA,GUACHAPALA,GUACHAPALA,GUACHAPALA,GUACHAPALA,GUACHAPALA,GUACHAPALA,GUACHAPALA,GUACHAPALA
6620,GRAL.ELIZALDE/BUCA,GRAL.ELIZALDE/BUCA,GRAL.ELIZALDE /BUCAY,GRAL.ELIZALDE /BUCAY,GRAL.ELIZALDE /BUCAY,GRAL.ELIZALDE /BUCAY,GRAL.ELIZALDE /BUCAY,GRAL.ELIZALDE /BUCAY,GRAL.ELIZALDE /BUCAY,GRAL.ELIZALDE /BUCAY,GRAL.ELIZALDE /BUCAY,GRAL.ELIZALDE /BUCAY
6625,ZUMBI,ZUMBI,ZUMBI,ZUMBI,ZUMBI,ZUMBI,ZUMBI,ZUMBI,ZUMBI,ZUMBI,ZUMBI,ZUMBI
6630,GUANUJO,GUANUJO,GUANUJO,GUANUJO,GUANUJO,GUANUJO,GUANUJO,GUANUJO,GUANUJO,GUANUJO,GUANUJO,GUANUJO
6635,SAN CRISTOBAL,SAN CRISTOBAL,SAN CRISTOBAL,SAN CRISTOBAL,SAN CRISTOBAL,SAN CRISTOBAL,SAN CRISTOBAL,SAN CRISTOBAL,SAN CRISTOBAL,SAN CRISTOBAL,SAN CRISTOBAL,SAN CRISTOBAL
6640,VENUS DEL RIO QUEVEDO,VENUS DEL RIO QUEVEDO,VENUS DEL RIO QUEVEDO,VENUS DEL RIO QUEVEDO,VENUS DEL RIO QUEVEDO,VENUS DEL RIO QUEVEDO,VENUS DEL RIO QUEVEDO,VENUS DEL RIO QUEVEDO,VENUS DEL RIO QUEVEDO,VENUS DEL RIO QUEVEDO,VENUS DEL RIO QUEVEDO,VENUS DEL RIO QUEVEDO
6645,NICOLAS INFANTE DIAZ,NICOLAS INFANTE DIAZ,NICOLAS INFANTE DIAZ,NICOLAS INFANTE DIAZ,NICOLAS INFANTE DIAZ,NICOLAS INFANTE DIAZ,NICOLAS INFANTE DIAZ,NICOLAS INFANTE DIAZ,NICOLAS INFANTE DIAZ,NICOLAS INFANTE DIAZ,NICOLAS INFANTE DIAZ,NICOLAS INFANTE DIAZ
6650,GUAYACAN,GUAYACAN,GUAYACAN,GUAYACAN,GUAYACAN,GUAYACAN,GUAYACAN,GUAYACAN,GUAYACAN,GUAYACAN,GUAYACAN,GUAYACAN
6655,SIETE DE OCTUBRE,SIETE DE OCTUBRE,SIETE DE OCTUBRE,SIETE DE OCTUBRE,SIETE DE OCTUBRE,SIETE DE OCTUBRE,SIETE DE OCTUBRE,SIETE DE OCTUBRE,SIETE DE OCTUBRE,SIETE DE OCTUBRE,SIETE DE OCTUBRE,SIETE DE OCTUBRE
6660,VIVA ALFARO,VIVA ALFARO,VIVA ALFARO,VIVA ALFARO,VIVA ALFARO,VIVA ALFARO,VIVA ALFARO,VIVA ALFARO,VIVA ALFARO,VIVA ALFARO,VIVA ALFARO,VIVA ALFARO
6665,HUACA,HUACA,HUACA,HUACA,HUACA,HUACA,HUACA,HUACA,HUACA,HUACA,HUACA,HUACA
6670,PUERTO JELI,PUERTO JELI,PUERTO JELI,PUERTO JELI,PUERTO JELI,PUERTO JELI,PUERTO JELI,PUERTO JELI,PUERTO JELI,PUERTO JELI,PUERTO JELI,PUERTO JELI
6675,PINAS GRANDE,PINAS GRANDE,PINAS GRANDE,PINAS GRANDE,PINAS GRANDE,PINAS GRANDE,PINAS GRANDE,PINAS GRANDE,PINAS GRANDE,PINAS GRANDE,PINAS GRANDE,PINAS GRANDE
6680,LA SUSAYA,LA SUSAYA,LA SUSAYA,LA SUSAYA,LA SUSAYA,LA SUSAYA,LA SUSAYA,LA SUSAYA,LA SUSAYA,LA SUSAYA,LA SUSAYA,LA SUSAYA
6685,VALENCIA,VALENCIA,VALENCIA,VALENCIA,VALENCIA,VALENCIA,VALENCIA,VALENCIA,VALENCIA,VALENCIA,VALENCIA,VALENCIA
6690,24 DE MAYO,24 DE MAYO,24 DE MAYO,24 DE MAYO,24 DE MAYO,24 DE MAYO,24 DE MAYO,24 DE MAYO,24 DE MAYO,24 DE MAYO,24 DE MAYO,24 DE MAYO
6695,MOCACHE,MOCACHE,MOCACHE,MOCACHE,MOCACHE,MOCACHE,MOCACHE,MOCACHE,MOCACHE,MOCACHE,MOCACHE,MOCACHE
6700,TAISHA,TAISHA,TAISHA,TAISHA,TAISHA,TAISHA,TAISHA,TAISHA,TAISHA,TAISHA,TAISHA,TAISHA
6705,ARAJUNO,ARAJUNO,ARAJUNO,ARAJUNO,ARAJUNO,ARAJUNO,ARAJUNO,ARAJUNO,ARAJUNO,ARAJUNO,ARAJUNO,ARAJUNO
6710,ISIDRO AYORA,ISIDRO AYORA,ISIDRO AYORA,ISIDRO AYORA,ISIDRO AYORA,ISIDRO AYORA,ISIDRO AYORA,ISIDRO AYORA,ISIDRO AYORA,ISIDRO AYORA,ISIDRO AYORA,ISIDRO AYORA
6715,SUSCAL,SUSCAL,SUSCAL,SUSCAL,SUSCAL,SUSCAL,SUSCAL,SUSCAL,SUSCAL,SUSCAL,SUSCAL,SUSCAL
6720,RIO VERDE,RIO VERDE,RIO VERDE,RIO VERDE,RIO VERDE,RIO VERDE,RIO VERDE,RIO VERDE,RIO VERDE,RIO VERDE,RIO VERDE,RIO VERDE
6725,LODANA,LODANA,LODANA,LODANA,LODANA,LODANA,LODANA,LODANA,LODANA,LODANA,LODANA,LODANA
6730,OLMEDO,OLMEDO,OLMEDO,OLMEDO,OLMEDO,OLMEDO,OLMEDO,OLMEDO,OLMEDO,OLMEDO,OLMEDO,OLMEDO
6735,LOGRONO,LOGRONO,LOGRONO,LOGRONO,LOGRONO,LOGRONO,LOGRONO,LOGRONO,LOGRONO,LOGRONO,LOGRONO,LOGRONO
6740,PALANDA,PALANDA,PALANDA,PALANDA,PALANDA,PALANDA,PALANDA,PALANDA,PALANDA,PALANDA,PALANDA,PALANDA
6745,ELOY ALFARO,ELOY ALFARO,ELOY ALFARO,ELOY ALFARO,ELOY ALFARO,ELOY ALFARO,ELOY ALFARO,ELOY ALFARO,ELOY ALFARO,ELOY ALFARO,ELOY ALFARO,ELOY ALFARO
6750,JAMA,JAMA,JAMA,JAMA,JAMA,JAMA,JAMA,JAMA,JAMA,JAMA,JAMA,JAMA
6755,JARAMIJO,JARAMIJO,JARAMIJO,JARAMIJO,JARAMIJO,JARAMIJO,JARAMIJO,JARAMIJO,JARAMIJO,JARAMIJO,JARAMIJO,JARAMIJO
6760,CARLOS J.AROSEMENA,CARLOS J.AROSEMENA,CARLOS J. AROSEMENA TOLA,CARLOS J. AROSEMENA TOLA,CARLOS J. AROSEMENA TOLA,CARLOS J. AROSEMENA TOLA,CARLOS J. AROSEMENA TOLA,CARLOS J. AROSEMENA TOLA,CARLOS J. AROSEMENA TOLA,CARLOS J. AROSEMENA TOLA,CARLOS J. AROSEMENA TOLA,CARLOS J. AROSEMENA TOLA
6765,TARAPOA,TARAPOA,TARAPOA,TARAPOA,TARAPOA,TARAPOA,TARAPOA,TARAPOA,TARAPOA,TARAPOA,TARAPOA,TARAPOA
6770,18 DE OCTUBRE,18 DE OCTUBRE,18 DE OCTUBRE,18 DE OCTUBRE,18 DE OCTUBRE,18 DE OCTUBRE,18 DE OCTUBRE,18 DE OCTUBRE,18 DE OCTUBRE,18 DE OCTUBRE,18 DE OCTUBRE,18 DE OCTUBRE
6775,FRANCISCO PACHECO,FRANCISCO PACHECO,FRANCISCO PACHECO,FRANCISCO PACHECO,FRANCISCO PACHECO,FRANCISCO PACHECO,FRANCISCO PACHECO,FRANCISCO PACHECO,FRANCISCO PACHECO,FRANCISCO PACHECO,FRANCISCO PACHECO,FRANCISCO PACHECO
6780,LA DOLOROSA DEL PRIORATO,LA DOLOROSA DEL PRIORATO,LA DOLOROSA DEL PRIORATO,LA DOLOROSA DEL PRIORATO,LA DOLOROSA DEL PRIORATO,LA DOLOROSA DEL PRIORATO,LA DOLOROSA DEL PRIORATO,LA DOLOROSA DEL PRIORATO,LA DOLOROSA DEL PRIORATO,LA DOLOROSA DEL PRIORATO,LA DOLOROSA DEL PRIORATO,LA DOLOROSA DEL PRIORATO
6785,SAN VICENTE,SAN VICENTE,SAN VICENTE,SAN VICENTE,SAN VICENTE,SAN VICENTE,SAN VICENTE,SAN VICENTE,SAN VICENTE,SAN VICENTE,SAN VICENTE,SAN VICENTE
6790,BORRERO,BORRERO,BORRERO,BORRERO,BORRERO,BORRERO,BORRERO,BORRERO,BORRERO,BORRERO,BORRERO,BORRERO
6795,EL CAMBIO,EL CAMBIO,EL CAMBIO,EL CAMBIO,EL CAMBIO,EL CAMBIO,EL CAMBIO,EL CAMBIO,EL CAMBIO,EL CAMBIO,EL CAMBIO,EL CAMBIO
6800,HUALTACO,HUALTACO,HUALTACO,HUALTACO,HUALTACO,HUALTACO,HUALTACO,HUALTACO,HUALTACO,HUALTACO,HUALTACO,HUALTACO
6805,MILTON REYES,MILTON REYES,MILTON REYES,MILTON REYES,MILTON REYES,MILTON REYES,MILTON REYES,MILTON REYES,MILTON REYES,MILTON REYES,MILTON REYES,MILTON REYES
6810,EL PARAISO,EL PARAISO,EL PARAISO,EL PARAISO,EL PARAISO,EL PARAISO,EL PARAISO,EL PARAISO,EL PARAISO,EL PARAISO,EL PARAISO,EL PARAISO
6815,ECUADOR,ECUADOR,ECUADOR,ECUADOR,ECUADOR,ECUADOR,ECUADOR,ECUADOR,ECUADOR,ECUADOR,ECUADOR,ECUADOR
6820,UNION LOJANA,UNION LOJANA,UNION LOJANA,UNION LOJANA,UNION LOJANA,UNION LOJANA,UNION LOJANA,UNION LOJANA,UNION LOJANA,UNION LOJANA,UNION LOJANA,UNION LOJANA
6825,SAN JOSE,SAN JOSE,SAN JOSE,SAN JOSE,SAN JOSE,SAN JOSE,SAN JOSE,SAN JOSE,SAN JOSE,SAN JOSE,SAN JOSE,SAN JOSE
6830,BARREIRO/STA RITA,BARREIRO/STA RITA,BARREIRO /SANTA RITA,BARREIRO /SANTA RITA,BARREIRO /SANTA RITA,BARREIRO /SANTA RITA,BARREIRO /SANTA RITA,BARREIRO /SANTA RITA,BARREIRO /SANTA RITA,BARREIRO /SANTA RITA,BARREIRO /SANTA RITA,BARREIRO /SANTA RITA
6835,EL SALTO,EL SALTO,EL SALTO,EL SALTO,EL SALTO,EL SALTO,EL SALTO,EL SALTO,EL SALTO,EL SALTO,EL SALTO,EL SALTO
6840,LIMON,LIMON,EL LIMON,EL LIMON,EL LIMON,EL LIMON,EL LIMON,EL LIMON,EL LIMON,EL LIMON,EL LIMON,EL LIMON
6845,AURELIO BAYAS MARTINEZ,AURELIO BAYAS MARTINEZ,AURELIO BAYAS MARTINEZ,AURELIO BAYAS MARTINEZ,AURELIO BAYAS MARTINEZ,AURELIO BAYAS MARTINEZ,AURELIO BAYAS MARTINEZ,AURELIO BAYAS MARTINEZ,AURELIO BAYAS MARTINEZ,AURELIO BAYAS MARTINEZ,AURELIO BAYAS MARTINEZ,AURELIO BAYAS MARTINEZ
6850,LA AURORA,LA AURORA,LA AURORA,LA AURORA,LA AURORA,LA AURORA,LA AURORA,LA AURORA,LA AURORA,LA AURORA,LA AURORA,LA AURORA
6855,7 DE AGOSTO,7 DE AGOSTO,7 DE AGOSTO,7 DE AGOSTO,7 DE AGOSTO,7 DE AGOSTO,7 DE AGOSTO,,,,,
6860,11 DE OCTUBRE,11 DE OCTUBRE,11 DE OCTUBRE,11 DE OCTUBRE,11 DE OCTUBRE,11 DE OCTUBRE,11 DE OCTUBRE,,,,,
6865,HERMANO MIGUEL,HERMANO MIGUEL,HERMANO MIGUEL,HERMANO MIGUEL,HERMANO MIGUEL,HERMANO MIGUEL,HERMANO MIGUEL,HERMANO MIGUEL,HERMANO MIGUEL,HERMANO MIGUEL,HERMANO MIGUEL,HERMANO MIGUEL
6870,PABLO SEXTO,PABLO SEXTO,PABLO SEXTO,PABLO SEXTO,PABLO SEXTO,PABLO SEXTO,PABLO SEXTO,PABLO SEXTO,PABLO SEXTO,PABLO SEXTO,PABLO SEXTO,PABLO SEXTO
6875,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ
6880,EL CARMEN,EL CARMEN,EL CARMEN,EL CARMEN,EL CARMEN,EL CARMEN,EL CARMEN,EL CARMEN,EL CARMEN,EL CARMEN,EL CARMEN,EL CARMEN
6885,,PAQUISHA,PAQUISHA,PAQUISHA,PAQUISHA,PAQUISHA,PAQUISHA,PAQUISHA,PAQUISHA,PAQUISHA,PAQUISHA,PAQUISHA
6890,,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO
6895,,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO
6900,,JAMBELI,BALNEARIO JAMBELI,BALNEARIO JAMBELI,BALNEARIO JAMBELI,BALNEARIO JAMBELI,BALNEARIO JAMBELI,BALNEARIO JAMBELI,BALNEARIO JAMBELI,BALNEARIO JAMBELI,BALNEARIO JAMBELI,BALNEARIO JAMBELI
6905,,,SIMON PLATA TORRES,SIMON PLATA TORRES,SIMON PLATA TORRES,SIMON PLATA TORRES,SIMON PLATA TORRES,SIMON PLATA TORRES,SIMON PLATA TORRES,SIMON PLATA TORRES,SIMON PLATA TORRES,SIMON PLATA TORRES
6910,,,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR
6915,,,,,QUINSALOMA,QUINSALOMA,QUINSALOMA,QUINSALOMA,QUINSALOMA,QUINSALOMA,QUINSALOMA,QUINSALOMA
6920,,,,,LA CONCORDIA,LA CONCORDIA,,,,,,
6925,,,,,,SANTA ROSA,SANTA ROSA,SANTA ROSA,SANTA ROSA,SANTA ROSA,SANTA ROSA,SANTA ROSA
6930,,,,,,SAN GABRIEL,SAN GABRIEL,,,,,
6940,,,,,,PASAJE,PASAJE,PASAJE,PASAJE,,,
6950,,,,,,PLATANILLOS,PLATANILLOS,PLATANILLOS,PLATANILLOS,PLATANILLOS,PLATANILLOS,PLATANILLOS
6955,,,,,,VALLE HERMOSO,VALLE HERMOSO,,,,,
6960,,,,,,LICAN,,,,,,
6985,,JUMON,JUMON,JUMON,JUMON,JUMON,JUMON,JUMON,JUMON,JUMON,JUMON,JUMON
6990,,NUEVO SANTA ROSA,NUEVO SANTA ROSA,NUEVO SANTA ROSA,NUEVO SANTA ROSA,NUEVO SANTA ROSA,NUEVO SANTA ROSA,NUEVO SANTA ROSA,NUEVO SANTA ROSA,NUEVO SANTA ROSA,NUEVO SANTA ROSA,NUEVO SANTA ROSA
6995,,,,,SANTA ROSA,OTAVALO,OTAVALO,,,,,
7000,,,,,,COTACACHI,COTACACHI,,,,,
7130,,,,,,BELISARIO QUEVEDO,BELISARIO QUEVEDO,BELISARIO QUEVEDO,BELISARIO QUEVEDO,BELISARIO QUEVEDO,BELISARIO QUEVEDO,BELISARIO QUEVEDO
7135,,,,,,CARCELEN,CARCELEN,CARCELEN,CARCELEN,CARCELEN,CARCELEN,CARCELEN
7140,,,,,,CENTRO HISTORICO,CENTRO HISTORICO,CENTRO HISTORICO,CENTRO HISTORICO,CENTRO HISTORICO,CENTRO HISTORICO,CENTRO HISTORICO
7145,,,,,,COCHAPAMBA,COCHAPAMBA,COCHAPAMBA,COCHAPAMBA,COCHAPAMBA,COCHAPAMBA,COCHAPAMBA
7150,,,,,,COMITE DEL PUEBLO,COMITE DEL PUEBLO,COMITE DEL PUEBLO,COMITE DEL PUEBLO,COMITE DEL PUEBLO,COMITE DEL PUEBLO,COMITE DEL PUEBLO
7155,,,,,,CHILIBULO,CHILIBULO,CHILIBULO,CHILIBULO,CHILIBULO,CHILIBULO,CHILIBULO
7160,,,,,,EL CONDADO,EL CONDADO,EL CONDADO,EL CONDADO,EL CONDADO,EL CONDADO,EL CONDADO
7165,,,,,,GUAMANI,GUAMANI,GUAMANI,GUAMANI,GUAMANI,GUAMANI,GUAMANI
7170,,,,,,INAQUITO,INAQUITO,INAQUITO,INAQUITO,INAQUITO,INAQUITO,INAQUITO
7175,,,,,,ITCHIMBIA,ITCHIMBIA,ITCHIMBIA,ITCHIMBIA,ITCHIMBIA,ITCHIMBIA,ITCHIMBIA
7180,,,,,,JIPIJAPA,JIPIJAPA,JIPIJAPA,JIPIJAPA,JIPIJAPA,JIPIJAPA,JIPIJAPA
7185,,,,,,KENNEDY,KENNEDY,KENNEDY,KENNEDY,KENNEDY,KENNEDY,KENNEDY
7190,,,,,,LA ARGELIA,LA ARGELIA,LA ARGELIA,LA ARGELIA,LA ARGELIA,LA ARGELIA,LA ARGELIA
7195,,,,,,LA CONCEPCION,LA CONCEPCION,LA CONCEPCION,LA CONCEPCION,LA CONCEPCION,LA CONCEPCION,LA CONCEPCION
7200,,,,,,LA ECUATORIANA,LA ECUATORIANA,LA ECUATORIANA,LA ECUATORIANA,LA ECUATORIANA,LA ECUATORIANA,LA ECUATORIANA
7205,,,,,,LA FERROVIARIA,LA FERROVIARIA,LA FERROVIARIA,LA FERROVIARIA,LA FERROVIARIA,LA FERROVIARIA,LA FERROVIARIA
7210,,,,,,LA MENA,LA MENA,LA MENA,LA MENA,LA MENA,LA MENA,LA MENA
7215,,,,,,MARISCAL SUCRE,MARISCAL SUCRE,MARISCAL SUCRE,MARISCAL SUCRE,MARISCAL SUCRE,MARISCAL SUCRE,MARISCAL SUCRE
7220,,,,,,PONCEANO,PONCEANO,PONCEANO,PONCEANO,PONCEANO,PONCEANO,PONCEANO
7225,,,,,,PUENGASI,PUENGASI,PUENGASI,PUENGASI,PUENGASI,PUENGASI,PUENGASI
7230,,,,,,QUITUMBE,QUITUMBE,QUITUMBE,QUITUMBE,QUITUMBE,QUITUMBE,QUITUMBE
7235,,,,,,RUMIPAMBA,RUMIPAMBA,RUMIPAMBA,RUMIPAMBA,RUMIPAMBA,RUMIPAMBA,RUMIPAMBA
7240,,,,,,SAN BARTOLO,SAN BARTOLO,SAN BARTOLO,SAN BARTOLO,SAN BARTOLO,SAN BARTOLO,SAN BARTOLO
7245,,,,,,SAN ISIDRO DEL INCA,SAN ISIDRO DEL INCA,SAN ISIDRO DEL INCA,SAN ISIDRO DEL INCA,SAN ISIDRO DEL INCA,SAN ISIDRO DEL INCA,SAN ISIDRO DEL INCA
7250,,,,,,SAN JUAN,SAN JUAN,SAN JUAN,SAN JUAN,SAN JUAN,SAN JUAN,SAN JUAN
7255,,,,,,SOLANDA,SOLANDA,SOLANDA,SOLANDA,SOLANDA,SOLANDA,SOLANDA
7260,,,,,,TURUBAMBA,TURUBAMBA,TURUBAMBA,TURUBAMBA,TURUBAMBA,TURUBAMBA,TURUBAMBA
7415,,,,,,BANIFE,BANIFE,,,,,
7420,,,,,,EMILIANO CAICEDO MARCOS,EMILIANO CAICEDO MARCOS,,,,,
7425,,,,,,MAGRO,MAGRO,MAGRO,MAGRO,MAGRO,MAGRO,MAGRO
7430,,,,,,PADR.JUAN BAUTISTA AGUIRE,PADR.JUAN BAUTISTA AGUIRE,,,,,
7435,,,,,,SANTA CLARA,SANTA CLARA,,,,,
7440,,,,,,VICENTE PIEDRAHITA,VICENTE PIEDRAHITA,,,,,
7445,,,,,,LA PUNTILLA(SATELITE),LA PUNTILLA(SATELITE),LA PUNTILLA(SATELITE),LA PUNTILLA(SATELITE),LA PUNTILLA(SATELITE),LA PUNTILLA(SATELITE),LA PUNTILLA(SATELITE)
7450,,,,,,CENTRAL,CENTRAL,,,,,
7455,,,,,,EL RECREO,EL RECREO,EL RECREO,EL RECREO,EL RECREO,EL RECREO,EL RECREO
7460,,,,,,ANIBAL SAN ANDRES,ANIBAL SAN ANDRES,ANIBAL SAN ANDRES,ANIBAL SAN ANDRES,ANIBAL SAN ANDRES,ANIBAL SAN ANDRES,ANIBAL SAN ANDRES
7465,,,,,,DR. MIGUEL MORAN LUCIO,DR. MIGUEL MORAN LUCIO,DR. MIGUEL MORAN LUCIO,DR. MIGUEL MORAN LUCIO,DR. MIGUEL MORAN LUCIO,DR. MIGUEL MORAN LUCIO,DR. MIGUEL MORAN LUCIO
7470,,,,,,MANUEL INOCENCIO PARRALES,MANUEL INOCENCIO PARRALES,MANUEL INOCENCIO PARRALES,MANUEL INOCENCIO PARRALES,MANUEL INOCENCIO PARRALES,MANUEL INOCENCIO PARRALES,MANUEL INOCENCIO PARRALES
7475,,,,,,SAN LORENZO DE JIPIJAPA,SAN LORENZO DE JIPIJAPA,SAN LORENZO DE JIPIJAPA,SAN LORENZO DE JIPIJAPA,SAN LORENZO DE JIPIJAPA,SAN LORENZO DE JIPIJAPA,SAN LORENZO DE JIPIJAPA
7480,,,,,,10 NOVIEMBRE,10 NOVIEMBRE,10 DE NOVIEMBRE,43049,10 NOVIEMBRE,10 NOVIEMBRE,10 NOVIEMBRE
7485,,,,,,,TIPUTINI,TIPUTINI,TIPUTINI,TIPUTINI,TIPUTINI,TIPUTINI
7490,,,,,,,COLORADO,COLORADO,COLORADO,COLORADO,COLORADO,COLORADO
7495,,,,,,,LEONIDAS PROANO,LEONIDAS PROANO,LEONIDAS PROANO,LEONIDAS PROANO,LEONIDAS PROANO,LEONIDAS PROANO
7500,,,,,,,GENERAL ELOY ALFARO DELGA,GENERAL ELOY ALFARO DELGA,GENERAL ELOY ALFARO DELGA,GENERAL ELOY ALFARO DELGA,GENERAL ELOY ALFARO DELGA,GENERAL ELOY ALFARO DELGA
7505,,,,,,,JUBONES,JUBONES,JUBONES,JUBONES,JUBONES,JUBONES
7510,,,,,,,JAMBELI,JAMBELI,JAMBELI,JAMBELI,JAMBELI,JAMBELI
7515,,,,,,,DIVINO NINO,DIVINO NINO,DIVINO NINO,DIVINO NINO,DIVINO NINO,DIVINO NINO
7520,,,,,,,LA CONCORDIA,LA CONCORDIA,LA CONCORDIA,LA CONCORDIA,LA CONCORDIA,LA CONCORDIA
7525,,,,,,,,,,CARIGAN,CARIGAN,CARIGAN
7530,,,,,,,,,FAJARDO,PUNZARA,PUNZARA,PUNZARA
7535,,,,,,,,,,FAJARDO,FAJARDO,FAJARDO
9001,,,C. E. EN BERLIN,C. E. EN BERLIN,C. E. EN BERLIN,C. E. EN BERLIN,C. E. EN BERLIN,C. E. EN BERLIN,C. E. EN BERLIN,C. E. EN BERLIN,C. E. EN BERLIN,C. E. EN BERLIN
